InwardID,ProductID,SKU,GodownID,Quantity,InwardDate,InwardType
966,91,MB-SK392,1,2358,2021-06-05,China Import
967,92,MB-SK393,1,1609,2021-06-05,China Import
968,93,MB-SK394,1,1755,2021-06-05,China Import
969,94,MB-SK395,1,1529,2021-06-05,China Import
970,95,MB-SK396,1,1444,2021-06-05,China Import
971,96,MB-SK397,1,994,2021-06-05,China Import
972,97,MB-SK398,1,3454,2021-06-05,China Import
973,98,MB-SK399,1,1288,2021-06-05,China Import
974,99,MB-SK400,1,1792,2021-06-05,China Import
975,100,MB-SK401,1,989,2021-06-05,China Import
976,101,MB-SK402,1,3542,2021-06-05,China Import
977,102,MB-SK403,1,2694,2021-06-05,China Import
978,103,MB-SK404,1,3621,2021-06-05,China Import
979,104,MB-SK405,1,3326,2021-06-05,China Import
980,105,MB-SK406,1,1258,2021-06-05,China Import
981,106,MB-SK407,1,1284,2021-06-05,China Import
982,107,MB-SK408,1,1386,2021-06-05,China Import
983,108,MB-SK409,1,3525,2021-06-05,China Import
984,109,MB-SK410,1,2483,2021-06-05,China Import
985,110,MB-SK411,1,1632,2021-06-05,China Import
986,111,MB-SK412,1,11595,2021-06-05,China Import
987,112,MB-SK413,1,7636,2021-06-05,China Import
988,113,MB-SK414,1,4647,2021-06-05,China Import
989,114,MB-SK415,1,6180,2021-06-05,China Import
990,115,MB-SK416,1,7853,2021-06-05,China Import
991,116,MB-SK417,1,6727,2021-06-05,China Import
992,117,MB-SK418,1,8912,2021-06-05,China Import
993,118,MB-SK419,1,1234,2021-06-05,China Import
994,119,MB-SK420,1,1738,2021-06-05,China Import
995,120,MB-SK421,1,557,2021-06-05,China Import
996,121,MB-SK422,1,3400,2021-06-05,China Import
997,122,MB-SK423,1,2687,2021-06-05,China Import
998,123,MB-SK424,1,1018,2021-06-05,China Import
999,124,MB-SK425,1,1623,2021-06-05,China Import
1000,125,MB-SK426,1,686,2021-06-05,China Import
1001,1,MB-SK302,1,6533,2021-08-05,China Import
1002,2,MB-SK303,1,4393,2021-08-05,China Import
1003,3,MB-SK304,1,7713,2021-08-05,China Import
1004,4,MB-SK305,1,3034,2021-08-05,China Import
1005,5,MB-SK306,1,7225,2021-08-05,China Import
1006,6,MB-SK307,1,6021,2021-08-05,China Import
1007,7,MB-SK308,1,2840,2021-08-05,China Import
1008,8,MB-SK309,1,2100,2021-08-05,China Import
1009,9,MB-SK310,1,6702,2021-08-05,China Import
1010,10,MB-SK311,1,4329,2021-08-05,China Import
1011,11,MB-SK312,1,5845,2021-08-05,China Import
1012,12,MB-SK313,1,5921,2021-08-05,China Import
1013,13,MB-SK314,1,5608,2021-08-05,China Import
1014,14,MB-SK315,1,4791,2021-08-05,China Import
1015,15,MB-SK316,1,3510,2021-08-05,China Import
1016,16,MB-SK317,1,2420,2021-08-05,China Import
1017,17,MB-SK318,1,4068,2021-08-05,China Import
1018,18,MB-SK319,1,5913,2021-08-05,China Import
1019,19,MB-SK320,1,2934,2021-08-05,China Import
1020,20,MB-SK321,1,2535,2021-08-05,China Import
1021,21,MB-SK322,1,5282,2021-08-05,China Import
1022,22,MB-SK323,1,6028,2021-08-05,China Import
1023,23,MB-SK324,1,2606,2021-08-05,China Import
1024,24,MB-SK325,1,6726,2021-08-05,China Import
1025,25,MB-SK326,1,7156,2021-08-05,China Import
1026,26,MB-SK327,1,7623,2021-08-05,China Import
1027,27,MB-SK328,1,2439,2021-08-05,China Import
1028,28,MB-SK329,1,3242,2021-08-05,China Import
1029,29,MB-SK330,1,3222,2021-08-05,China Import
1030,30,MB-SK331,1,6610,2021-08-05,China Import
1031,31,MB-SK332,1,4489,2021-08-05,China Import
1032,32,MB-SK333,1,2697,2021-08-05,China Import
1033,33,MB-SK334,1,1516,2021-08-05,China Import
1034,34,MB-SK335,1,985,2021-08-05,China Import
1035,35,MB-SK336,1,2785,2021-08-05,China Import
1036,36,MB-SK337,1,3631,2021-08-05,China Import
1037,37,MB-SK338,1,2204,2021-08-05,China Import
1038,38,MB-SK339,1,2983,2021-08-05,China Import
1039,39,MB-SK340,1,2941,2021-08-05,China Import
1040,40,MB-SK341,1,3738,2021-08-05,China Import
1041,41,MB-SK342,1,3033,2021-08-05,China Import
1042,42,MB-SK343,1,1424,2021-08-05,China Import
1043,43,MB-SK344,1,3677,2021-08-05,China Import
1044,44,MB-SK345,1,2640,2021-08-05,China Import
1045,45,MB-SK346,1,2058,2021-08-05,China Import
1046,46,MB-SK347,1,2345,2021-08-05,China Import
1047,47,MB-SK348,1,2313,2021-08-05,China Import
1048,48,MB-SK349,1,1717,2021-08-05,China Import
1049,49,MB-SK350,1,2910,2021-08-05,China Import
1050,50,MB-SK351,1,2256,2021-08-05,China Import
1051,51,MB-SK352,1,1750,2021-08-05,China Import
1052,52,MB-SK353,1,2829,2021-08-05,China Import
1053,53,MB-SK354,1,3043,2021-08-05,China Import
1054,54,MB-SK355,1,746,2021-08-05,China Import
1055,55,MB-SK356,1,2997,2021-08-05,China Import
1056,56,MB-SK357,1,3531,2021-08-05,China Import
1057,57,MB-SK358,1,906,2021-08-05,China Import
1058,58,MB-SK359,1,3624,2021-08-05,China Import
1059,59,MB-SK360,1,1351,2021-08-05,China Import
1060,60,MB-SK361,1,3062,2021-08-05,China Import
1061,61,MB-SK362,1,1364,2021-08-05,China Import
1062,62,MB-SK363,1,1583,2021-08-05,China Import
1063,63,MB-SK364,1,3205,2021-08-05,China Import
1064,64,MB-SK365,1,832,2021-08-05,China Import
1065,65,MB-SK366,1,1143,2021-08-05,China Import
1066,66,MB-SK367,1,1482,2021-08-05,China Import
1067,67,MB-SK368,1,1211,2021-08-05,China Import
1068,68,MB-SK369,1,2760,2021-08-05,China Import
1069,69,MB-SK370,1,807,2021-08-05,China Import
1070,70,MB-SK371,1,1141,2021-08-05,China Import
1071,71,MB-SK372,1,510,2021-08-05,China Import
1072,72,MB-SK373,1,2173,2021-08-05,China Import
1073,73,MB-SK374,1,2345,2021-08-05,China Import
1074,74,MB-SK375,1,3323,2021-08-05,China Import
1075,75,MB-SK376,1,2932,2021-08-05,China Import
1076,76,MB-SK377,1,2424,2021-08-05,China Import
1077,77,MB-SK378,1,1692,2021-08-05,China Import
1078,78,MB-SK379,1,633,2021-08-05,China Import
1079,79,MB-SK380,1,1448,2021-08-05,China Import
1080,80,MB-SK381,1,1680,2021-08-05,China Import
1081,81,MB-SK382,1,3395,2021-08-05,China Import
1082,82,MB-SK383,1,1658,2021-08-05,China Import
1083,83,MB-SK384,1,3379,2021-08-05,China Import
1084,84,MB-SK385,1,2359,2021-08-05,China Import
1085,85,MB-SK386,1,791,2021-08-05,China Import
1086,86,MB-SK387,1,3315,2021-08-05,China Import
1087,87,MB-SK388,1,1456,2021-08-05,China Import
1088,88,MB-SK389,1,1583,2021-08-05,China Import
1089,89,MB-SK390,1,3726,2021-08-05,China Import
1090,90,MB-SK391,1,3740,2021-08-05,China Import
1091,91,MB-SK392,1,3060,2021-08-05,China Import
1092,92,MB-SK393,1,2915,2021-08-05,China Import
1093,93,MB-SK394,1,3208,2021-08-05,China Import
1094,94,MB-SK395,1,3792,2021-08-05,China Import
1095,95,MB-SK396,1,1310,2021-08-05,China Import
1096,96,MB-SK397,1,2241,2021-08-05,China Import
1097,97,MB-SK398,1,970,2021-08-05,China Import
1098,98,MB-SK399,1,2730,2021-08-05,China Import
1099,99,MB-SK400,1,1420,2021-08-05,China Import
1100,100,MB-SK401,1,3152,2021-08-05,China Import
1101,101,MB-SK402,1,1110,2021-08-05,China Import
1102,102,MB-SK403,1,1588,2021-08-05,China Import
1103,103,MB-SK404,1,3885,2021-08-05,China Import
1104,104,MB-SK405,1,1082,2021-08-05,China Import
1105,105,MB-SK406,1,792,2021-08-05,China Import
1106,106,MB-SK407,1,744,2021-08-05,China Import
1107,107,MB-SK408,1,1179,2021-08-05,China Import
1108,108,MB-SK409,1,3746,2021-08-05,China Import
1109,109,MB-SK410,1,1759,2021-08-05,China Import
1110,110,MB-SK411,1,2937,2021-08-05,China Import
1111,111,MB-SK412,1,7728,2021-08-05,China Import
1112,112,MB-SK413,1,10195,2021-08-05,China Import
1113,113,MB-SK414,1,5037,2021-08-05,China Import
1114,114,MB-SK415,1,10679,2021-08-05,China Import
1115,115,MB-SK416,1,7982,2021-08-05,China Import
1116,116,MB-SK417,1,9594,2021-08-05,China Import
1117,117,MB-SK418,1,7460,2021-08-05,China Import
1118,118,MB-SK419,1,2549,2021-08-05,China Import
1119,119,MB-SK420,1,2711,2021-08-05,China Import
1120,120,MB-SK421,1,2522,2021-08-05,China Import
1121,121,MB-SK422,1,2293,2021-08-05,China Import
1122,122,MB-SK423,1,829,2021-08-05,China Import
1123,123,MB-SK424,1,2949,2021-08-05,China Import
1124,124,MB-SK425,1,663,2021-08-05,China Import
1125,125,MB-SK426,1,2269,2021-08-05,China Import
1126,1,MB-SK302,1,4640,2021-10-27,China Import
1127,2,MB-SK303,1,6945,2021-10-27,China Import
1128,3,MB-SK304,1,4051,2021-10-27,China Import
1129,4,MB-SK305,1,2211,2021-10-27,China Import
1130,5,MB-SK306,1,2748,2021-10-27,China Import
1131,6,MB-SK307,1,3875,2021-10-27,China Import
1132,7,MB-SK308,1,7523,2021-10-27,China Import
1133,8,MB-SK309,1,6712,2021-10-27,China Import
1134,9,MB-SK310,1,6809,2021-10-27,China Import
1135,10,MB-SK311,1,2169,2021-10-27,China Import
1136,11,MB-SK312,1,7507,2021-10-27,China Import
1137,12,MB-SK313,1,4207,2021-10-27,China Import
1138,13,MB-SK314,1,6720,2021-10-27,China Import
1139,14,MB-SK315,1,2329,2021-10-27,China Import
1140,15,MB-SK316,1,3435,2021-10-27,China Import
1141,16,MB-SK317,1,5854,2021-10-27,China Import
1142,17,MB-SK318,1,6251,2021-10-27,China Import
1143,18,MB-SK319,1,7337,2021-10-27,China Import
1144,19,MB-SK320,1,5622,2021-10-27,China Import
1145,20,MB-SK321,1,4278,2021-10-27,China Import
1146,21,MB-SK322,1,3486,2021-10-27,China Import
1147,22,MB-SK323,1,6795,2021-10-27,China Import
1148,23,MB-SK324,1,5570,2021-10-27,China Import
1149,24,MB-SK325,1,7200,2021-10-27,China Import
1150,25,MB-SK326,1,6028,2021-10-27,China Import
1151,26,MB-SK327,1,2747,2021-10-27,China Import
1152,27,MB-SK328,1,5850,2021-10-27,China Import
1153,28,MB-SK329,1,4850,2021-10-27,China Import
1154,29,MB-SK330,1,5345,2021-10-27,China Import
1155,30,MB-SK331,1,4730,2021-10-27,China Import
1156,31,MB-SK332,1,4630,2021-10-27,China Import
1157,32,MB-SK333,1,7489,2021-10-27,China Import
1158,33,MB-SK334,1,928,2021-10-27,China Import
1159,34,MB-SK335,1,1158,2021-10-27,China Import
1160,35,MB-SK336,1,1850,2021-10-27,China Import
1161,36,MB-SK337,1,2186,2021-10-27,China Import
1162,37,MB-SK338,1,3341,2021-10-27,China Import
1163,38,MB-SK339,1,2529,2021-10-27,China Import
1164,39,MB-SK340,1,1680,2021-10-27,China Import
1165,40,MB-SK341,1,3213,2021-10-27,China Import
1166,41,MB-SK342,1,2140,2021-10-27,China Import
1167,42,MB-SK343,1,3832,2021-10-27,China Import
1168,43,MB-SK344,1,3615,2021-10-27,China Import
1169,44,MB-SK345,1,2753,2021-10-27,China Import
1170,45,MB-SK346,1,650,2021-10-27,China Import
1171,46,MB-SK347,1,2362,2021-10-27,China Import
1172,47,MB-SK348,1,860,2021-10-27,China Import
1173,48,MB-SK349,1,1788,2021-10-27,China Import
1174,49,MB-SK350,1,1533,2021-10-27,China Import
1175,50,MB-SK351,1,1824,2021-10-27,China Import
1176,51,MB-SK352,1,974,2021-10-27,China Import
1177,52,MB-SK353,1,3664,2021-10-27,China Import
1178,53,MB-SK354,1,2155,2021-10-27,China Import
1179,54,MB-SK355,1,2607,2021-10-27,China Import
1180,55,MB-SK356,1,3878,2021-10-27,China Import
1181,56,MB-SK357,1,504,2021-10-27,China Import
1182,57,MB-SK358,1,3193,2021-10-27,China Import
1183,58,MB-SK359,1,2722,2021-10-27,China Import
1184,59,MB-SK360,1,2392,2021-10-27,China Import
1185,60,MB-SK361,1,2192,2021-10-27,China Import
1186,61,MB-SK362,1,722,2021-10-27,China Import
1187,62,MB-SK363,1,1268,2021-10-27,China Import
1188,63,MB-SK364,1,2623,2021-10-27,China Import
1189,64,MB-SK365,1,1981,2021-10-27,China Import
1190,65,MB-SK366,1,3050,2021-10-27,China Import
1191,66,MB-SK367,1,3598,2021-10-27,China Import
1192,67,MB-SK368,1,2541,2021-10-27,China Import
1193,68,MB-SK369,1,3061,2021-10-27,China Import
1194,69,MB-SK370,1,2310,2021-10-27,China Import
1195,70,MB-SK371,1,3612,2021-10-27,China Import
1196,71,MB-SK372,1,711,2021-10-27,China Import
1197,72,MB-SK373,1,1333,2021-10-27,China Import
1198,73,MB-SK374,1,1593,2021-10-27,China Import
1199,74,MB-SK375,1,2749,2021-10-27,China Import
1200,75,MB-SK376,1,1036,2021-10-27,China Import
1201,76,MB-SK377,1,1679,2021-10-27,China Import
1202,77,MB-SK378,1,2294,2021-10-27,China Import
1203,78,MB-SK379,1,3360,2021-10-27,China Import
1204,79,MB-SK380,1,2485,2021-10-27,China Import
1205,80,MB-SK381,1,997,2021-10-27,China Import
1206,81,MB-SK382,1,618,2021-10-27,China Import
1207,82,MB-SK383,1,3080,2021-10-27,China Import
1208,83,MB-SK384,1,2993,2021-10-27,China Import
1209,84,MB-SK385,1,3773,2021-10-27,China Import
1210,85,MB-SK386,1,1480,2021-10-27,China Import
1211,86,MB-SK387,1,3407,2021-10-27,China Import
1212,87,MB-SK388,1,1148,2021-10-27,China Import
1213,88,MB-SK389,1,1772,2021-10-27,China Import
1214,89,MB-SK390,1,2756,2021-10-27,China Import
1215,90,MB-SK391,1,556,2021-10-27,China Import
1216,91,MB-SK392,1,2762,2021-10-27,China Import
1217,92,MB-SK393,1,2171,2021-10-27,China Import
1218,93,MB-SK394,1,881,2021-10-27,China Import
1219,94,MB-SK395,1,1420,2021-10-27,China Import
1220,95,MB-SK396,1,3946,2021-10-27,China Import
1221,96,MB-SK397,1,964,2021-10-27,China Import
1222,97,MB-SK398,1,2390,2021-10-27,China Import
1223,98,MB-SK399,1,981,2021-10-27,China Import
1224,99,MB-SK400,1,3153,2021-10-27,China Import
1225,100,MB-SK401,1,3908,2021-10-27,China Import
1226,101,MB-SK402,1,1130,2021-10-27,China Import
1227,102,MB-SK403,1,2541,2021-10-27,China Import
1228,103,MB-SK404,1,3435,2021-10-27,China Import
1229,104,MB-SK405,1,1695,2021-10-27,China Import
1230,105,MB-SK406,1,2584,2021-10-27,China Import
1231,106,MB-SK407,1,3389,2021-10-27,China Import
1232,107,MB-SK408,1,1619,2021-10-27,China Import
1233,108,MB-SK409,1,2201,2021-10-27,China Import
1234,109,MB-SK410,1,3919,2021-10-27,China Import
1235,110,MB-SK411,1,2476,2021-10-27,China Import
1236,111,MB-SK412,1,10736,2021-10-27,China Import
1237,112,MB-SK413,1,6993,2021-10-27,China Import
1238,113,MB-SK414,1,10483,2021-10-27,China Import
1239,114,MB-SK415,1,5369,2021-10-27,China Import
1240,115,MB-SK416,1,9284,2021-10-27,China Import
1241,116,MB-SK417,1,6122,2021-10-27,China Import
1242,117,MB-SK418,1,11327,2021-10-27,China Import
1243,118,MB-SK419,1,3556,2021-10-27,China Import
1244,119,MB-SK420,1,1059,2021-10-27,China Import
1245,120,MB-SK421,1,785,2021-10-27,China Import
1246,121,MB-SK422,1,1631,2021-10-27,China Import
1247,122,MB-SK423,1,3664,2021-10-27,China Import
1248,123,MB-SK424,1,3735,2021-10-27,China Import
1249,124,MB-SK425,1,3999,2021-10-27,China Import
1250,125,MB-SK426,1,2199,2021-10-27,China Import
1251,1,MB-SK302,1,6159,2022-01-05,China Import
1252,2,MB-SK303,1,4188,2022-01-05,China Import
1253,3,MB-SK304,1,2021,2022-01-05,China Import
1254,4,MB-SK305,1,4317,2022-01-05,China Import
1255,5,MB-SK306,1,7947,2022-01-05,China Import
1256,6,MB-SK307,1,4445,2022-01-05,China Import
1257,7,MB-SK308,1,6808,2022-01-05,China Import
1258,8,MB-SK309,1,6750,2022-01-05,China Import
1259,9,MB-SK310,1,7406,2022-01-05,China Import
1260,10,MB-SK311,1,6011,2022-01-05,China Import
1261,11,MB-SK312,1,3217,2022-01-05,China Import
1262,12,MB-SK313,1,5658,2022-01-05,China Import
1263,13,MB-SK314,1,6412,2022-01-05,China Import
1264,14,MB-SK315,1,5967,2022-01-05,China Import
1265,15,MB-SK316,1,4827,2022-01-05,China Import
1266,16,MB-SK317,1,4723,2022-01-05,China Import
1267,17,MB-SK318,1,6521,2022-01-05,China Import
1268,18,MB-SK319,1,6451,2022-01-05,China Import
1269,19,MB-SK320,1,5090,2022-01-05,China Import
1270,20,MB-SK321,1,5730,2022-01-05,China Import
1271,21,MB-SK322,1,4636,2022-01-05,China Import
1272,22,MB-SK323,1,3545,2022-01-05,China Import
1273,23,MB-SK324,1,7713,2022-01-05,China Import
1274,24,MB-SK325,1,3956,2022-01-05,China Import
1275,25,MB-SK326,1,6684,2022-01-05,China Import
1276,26,MB-SK327,1,5137,2022-01-05,China Import
1277,27,MB-SK328,1,3913,2022-01-05,China Import
1278,28,MB-SK329,1,5365,2022-01-05,China Import
1279,29,MB-SK330,1,2357,2022-01-05,China Import
1280,30,MB-SK331,1,4606,2022-01-05,China Import
1281,31,MB-SK332,1,5874,2022-01-05,China Import
1282,32,MB-SK333,1,7777,2022-01-05,China Import
1283,33,MB-SK334,1,3823,2022-01-05,China Import
1284,34,MB-SK335,1,2061,2022-01-05,China Import
1285,35,MB-SK336,1,2081,2022-01-05,China Import
1286,36,MB-SK337,1,3218,2022-01-05,China Import
1287,37,MB-SK338,1,3745,2022-01-05,China Import
1288,38,MB-SK339,1,3861,2022-01-05,China Import
1289,39,MB-SK340,1,3170,2022-01-05,China Import
1290,40,MB-SK341,1,1123,2022-01-05,China Import
1291,41,MB-SK342,1,2528,2022-01-05,China Import
1292,42,MB-SK343,1,651,2022-01-05,China Import
1293,43,MB-SK344,1,1017,2022-01-05,China Import
1294,44,MB-SK345,1,2557,2022-01-05,China Import
1295,45,MB-SK346,1,2917,2022-01-05,China Import
1296,46,MB-SK347,1,1859,2022-01-05,China Import
1297,47,MB-SK348,1,911,2022-01-05,China Import
1298,48,MB-SK349,1,3961,2022-01-05,China Import
1299,49,MB-SK350,1,2303,2022-01-05,China Import
1300,50,MB-SK351,1,908,2022-01-05,China Import
1301,51,MB-SK352,1,2654,2022-01-05,China Import
1302,52,MB-SK353,1,2371,2022-01-05,China Import
1303,53,MB-SK354,1,562,2022-01-05,China Import
1304,54,MB-SK355,1,3459,2022-01-05,China Import
1305,55,MB-SK356,1,1090,2022-01-05,China Import
1306,56,MB-SK357,1,2179,2022-01-05,China Import
1307,57,MB-SK358,1,3181,2022-01-05,China Import
1308,58,MB-SK359,1,1132,2022-01-05,China Import
1309,59,MB-SK360,1,806,2022-01-05,China Import
1310,60,MB-SK361,1,2423,2022-01-05,China Import
1311,61,MB-SK362,1,3701,2022-01-05,China Import
1312,62,MB-SK363,1,1585,2022-01-05,China Import
1313,63,MB-SK364,1,1886,2022-01-05,China Import
1314,64,MB-SK365,1,3052,2022-01-05,China Import
1315,65,MB-SK366,1,3337,2022-01-05,China Import
1316,66,MB-SK367,1,2128,2022-01-05,China Import
1317,67,MB-SK368,1,3161,2022-01-05,China Import
1318,68,MB-SK369,1,828,2022-01-05,China Import
1319,69,MB-SK370,1,3988,2022-01-05,China Import
1320,70,MB-SK371,1,1845,2022-01-05,China Import
1321,71,MB-SK372,1,3991,2022-01-05,China Import
1322,72,MB-SK373,1,3262,2022-01-05,China Import
1323,73,MB-SK374,1,2685,2022-01-05,China Import
1324,74,MB-SK375,1,2056,2022-01-05,China Import
1325,75,MB-SK376,1,1797,2022-01-05,China Import
1326,76,MB-SK377,1,3067,2022-01-05,China Import
1327,77,MB-SK378,1,3443,2022-01-05,China Import
1328,78,MB-SK379,1,3610,2022-01-05,China Import
1329,79,MB-SK380,1,2498,2022-01-05,China Import
1330,80,MB-SK381,1,2716,2022-01-05,China Import
1331,81,MB-SK382,1,647,2022-01-05,China Import
1332,82,MB-SK383,1,3029,2022-01-05,China Import
1333,83,MB-SK384,1,780,2022-01-05,China Import
1334,84,MB-SK385,1,1461,2022-01-05,China Import
1335,85,MB-SK386,1,3085,2022-01-05,China Import
1336,86,MB-SK387,1,3303,2022-01-05,China Import
1337,87,MB-SK388,1,1677,2022-01-05,China Import
1338,88,MB-SK389,1,1431,2022-01-05,China Import
1339,89,MB-SK390,1,3558,2022-01-05,China Import
1340,90,MB-SK391,1,870,2022-01-05,China Import
1341,91,MB-SK392,1,2277,2022-01-05,China Import
1342,92,MB-SK393,1,903,2022-01-05,China Import
1343,93,MB-SK394,1,3614,2022-01-05,China Import
1344,94,MB-SK395,1,3095,2022-01-05,China Import
1345,95,MB-SK396,1,3383,2022-01-05,China Import
1346,96,MB-SK397,1,911,2022-01-05,China Import
1347,97,MB-SK398,1,2317,2022-01-05,China Import
1348,98,MB-SK399,1,1181,2022-01-05,China Import
1349,99,MB-SK400,1,3342,2022-01-05,China Import
1350,100,MB-SK401,1,1726,2022-01-05,China Import
1351,101,MB-SK402,1,618,2022-01-05,China Import
1352,102,MB-SK403,1,688,2022-01-05,China Import
1353,103,MB-SK404,1,1828,2022-01-05,China Import
1354,104,MB-SK405,1,3761,2022-01-05,China Import
1355,105,MB-SK406,1,729,2022-01-05,China Import
1356,106,MB-SK407,1,1701,2022-01-05,China Import
1357,107,MB-SK408,1,1968,2022-01-05,China Import
1358,108,MB-SK409,1,2035,2022-01-05,China Import
1359,109,MB-SK410,1,2264,2022-01-05,China Import
1360,110,MB-SK411,1,1096,2022-01-05,China Import
1361,111,MB-SK412,1,7000,2022-01-05,China Import
1362,112,MB-SK413,1,11702,2022-01-05,China Import
1363,113,MB-SK414,1,9751,2022-01-05,China Import
1364,114,MB-SK415,1,5950,2022-01-05,China Import
1365,115,MB-SK416,1,5785,2022-01-05,China Import
1366,116,MB-SK417,1,5868,2022-01-05,China Import
1367,117,MB-SK418,1,4293,2022-01-05,China Import
1368,118,MB-SK419,1,2996,2022-01-05,China Import
1369,119,MB-SK420,1,2066,2022-01-05,China Import
1370,120,MB-SK421,1,3038,2022-01-05,China Import
1371,121,MB-SK422,1,3298,2022-01-05,China Import
1372,122,MB-SK423,1,1486,2022-01-05,China Import
1373,123,MB-SK424,1,2538,2022-01-05,China Import
1374,124,MB-SK425,1,2888,2022-01-05,China Import
1375,125,MB-SK426,1,1086,2022-01-05,China Import
1376,1,MB-SK302,1,5777,2022-03-13,China Import
1377,2,MB-SK303,1,7225,2022-03-13,China Import
1378,3,MB-SK304,1,4080,2022-03-13,China Import
1379,4,MB-SK305,1,5764,2022-03-13,China Import
1380,5,MB-SK306,1,4091,2022-03-13,China Import
1381,6,MB-SK307,1,7462,2022-03-13,China Import
1382,7,MB-SK308,1,2076,2022-03-13,China Import
1383,8,MB-SK309,1,5811,2022-03-13,China Import
1384,9,MB-SK310,1,4356,2022-03-13,China Import
1385,10,MB-SK311,1,7550,2022-03-13,China Import
1386,11,MB-SK312,1,6477,2022-03-13,China Import
1387,12,MB-SK313,1,3294,2022-03-13,China Import
1388,13,MB-SK314,1,2605,2022-03-13,China Import
1389,14,MB-SK315,1,5618,2022-03-13,China Import
1390,15,MB-SK316,1,4830,2022-03-13,China Import
1391,16,MB-SK317,1,6813,2022-03-13,China Import
1392,17,MB-SK318,1,4450,2022-03-13,China Import
1393,18,MB-SK319,1,7234,2022-03-13,China Import
1394,19,MB-SK320,1,5475,2022-03-13,China Import
1395,20,MB-SK321,1,7655,2022-03-13,China Import
1396,21,MB-SK322,1,4048,2022-03-13,China Import
1397,22,MB-SK323,1,5742,2022-03-13,China Import
1398,23,MB-SK324,1,4474,2022-03-13,China Import
1399,24,MB-SK325,1,3631,2022-03-13,China Import
1400,25,MB-SK326,1,5151,2022-03-13,China Import
1401,26,MB-SK327,1,5958,2022-03-13,China Import
1402,27,MB-SK328,1,2873,2022-03-13,China Import
1403,28,MB-SK329,1,3943,2022-03-13,China Import
1404,29,MB-SK330,1,5124,2022-03-13,China Import
1405,30,MB-SK331,1,6685,2022-03-13,China Import
1406,31,MB-SK332,1,4940,2022-03-13,China Import
1407,32,MB-SK333,1,6708,2022-03-13,China Import
1408,33,MB-SK334,1,1711,2022-03-13,China Import
1409,34,MB-SK335,1,3364,2022-03-13,China Import
1410,35,MB-SK336,1,1709,2022-03-13,China Import
1411,36,MB-SK337,1,589,2022-03-13,China Import
1412,37,MB-SK338,1,3899,2022-03-13,China Import
1413,38,MB-SK339,1,3196,2022-03-13,China Import
1414,39,MB-SK340,1,2121,2022-03-13,China Import
1415,40,MB-SK341,1,1624,2022-03-13,China Import
1416,41,MB-SK342,1,533,2022-03-13,China Import
1417,42,MB-SK343,1,2818,2022-03-13,China Import
1418,43,MB-SK344,1,3309,2022-03-13,China Import
1419,44,MB-SK345,1,3687,2022-03-13,China Import
1420,45,MB-SK346,1,3550,2022-03-13,China Import
1421,46,MB-SK347,1,700,2022-03-13,China Import
1422,47,MB-SK348,1,2983,2022-03-13,China Import
1423,48,MB-SK349,1,3552,2022-03-13,China Import
1424,49,MB-SK350,1,2534,2022-03-13,China Import
1425,50,MB-SK351,1,3911,2022-03-13,China Import
1426,51,MB-SK352,1,1672,2022-03-13,China Import
1427,52,MB-SK353,1,3677,2022-03-13,China Import
1428,53,MB-SK354,1,3772,2022-03-13,China Import
1429,54,MB-SK355,1,1442,2022-03-13,China Import
1430,55,MB-SK356,1,2986,2022-03-13,China Import
1431,56,MB-SK357,1,3784,2022-03-13,China Import
1432,57,MB-SK358,1,1943,2022-03-13,China Import
1433,58,MB-SK359,1,1397,2022-03-13,China Import
1434,59,MB-SK360,1,3107,2022-03-13,China Import
1435,60,MB-SK361,1,1278,2022-03-13,China Import
1436,61,MB-SK362,1,3043,2022-03-13,China Import
1437,62,MB-SK363,1,1526,2022-03-13,China Import
1438,63,MB-SK364,1,3276,2022-03-13,China Import
1439,64,MB-SK365,1,3594,2022-03-13,China Import
1440,65,MB-SK366,1,3452,2022-03-13,China Import
1441,66,MB-SK367,1,3643,2022-03-13,China Import
1442,67,MB-SK368,1,3200,2022-03-13,China Import
1443,68,MB-SK369,1,3288,2022-03-13,China Import
1444,69,MB-SK370,1,3933,2022-03-13,China Import
1445,70,MB-SK371,1,1060,2022-03-13,China Import
1446,71,MB-SK372,1,3073,2022-03-13,China Import
1447,72,MB-SK373,1,897,2022-03-13,China Import
1448,73,MB-SK374,1,3070,2022-03-13,China Import
1449,74,MB-SK375,1,3147,2022-03-13,China Import
1450,75,MB-SK376,1,661,2022-03-13,China Import
1451,76,MB-SK377,1,1765,2022-03-13,China Import
1452,77,MB-SK378,1,3730,2022-03-13,China Import
1453,78,MB-SK379,1,2305,2022-03-13,China Import
1454,79,MB-SK380,1,636,2022-03-13,China Import
1455,80,MB-SK381,1,2873,2022-03-13,China Import
1456,81,MB-SK382,1,1994,2022-03-13,China Import
1457,82,MB-SK383,1,3499,2022-03-13,China Import
1458,83,MB-SK384,1,1038,2022-03-13,China Import
1459,84,MB-SK385,1,869,2022-03-13,China Import
1460,85,MB-SK386,1,1708,2022-03-13,China Import
1461,86,MB-SK387,1,1838,2022-03-13,China Import
1462,87,MB-SK388,1,3561,2022-03-13,China Import
1463,88,MB-SK389,1,2201,2022-03-13,China Import
1464,89,MB-SK390,1,1219,2022-03-13,China Import
1465,90,MB-SK391,1,1322,2022-03-13,China Import
1466,91,MB-SK392,1,1041,2022-03-13,China Import
